regime,strategy,IS_bps,IS_std,ExecCost_bps,MktImpact_bps,AvgFill,Unexecuted,Reward,IS_Sharpe
low_vol,Random,8.185432563996576,84.16791644571256,7.186151179114852,8.454453470745378,99.92813848820886,0.0,-12.799631538638273,-0.09725122005578987
medium_vol,DoubleDQN,-554.7644632049195,1220.8725062617586,-555.8200452094403,9.646867477724271,105.55820045209441,0.0,536.4267531115042,0.4543999970178066
medium_vol,DQN,-429.9306758364088,1279.675329372029,-430.9737732137303,7.915412900313661,104.3097377321373,0.0,408.9574996068937,0.3359685585616872
medium_vol,PPO,-284.1013409553906,1898.5069900261342,-285.12985394078464,16.622319078308827,102.85129853940785,0.0,239.6193785459995,0.1496446115014463
medium_vol,SAC,-114.02665557414241,363.24116478232924,-115.03815939015054,5.111702357917363,101.15038159390151,0.0,110.19042597358128,0.313914464078317
medium_vol,VWAP,-83.42937870979333,904.9297898203264,-84.43782249204254,1.754671597064708,100.84437822492042,0.0,75.64327183683208,0.09219431125840823
medium_vol,TWAP,-79.31503821839149,907.6333748766918,-80.32307052544034,1.7335629265332437,100.8032307052544,0.0,71.43204153596291,0.0873866479723485
medium_vol,POV,-79.0761512601698,899.2470424026319,-80.08415967613728,1.950594864008305,100.80084159676136,0.0,71.22340347240971,0.08793595923185259
medium_vol,A2C,-77.26965351111056,1532.037475536397,-78.27748125923641,13.347165171022148,100.78277481259236,0.0,40.00425739042826,0.05043587689263703
medium_vol,AlmgrenChriss,-13.986213766913936,371.57767495539036,-14.987712538165463,2.924418241057526,100.14987712538166,0.0,11.880629652677241,0.03764008095630453
medium_vol,Random,5.356061653018004,142.23299306924633,4.356497302748647,8.46246309009273,99.9564350269725,0.0,-10.087334173674456,-0.03765695664136619
normal_liquidity,DoubleDQN,-405.94016413822624,1302.3318994447004,-406.9808622244485,9.506712526081689,104.0698086222445,0.0,388.9579627717071,0.31170254242486317
normal_liquidity,DQN,-289.4423322147422,1309.9906372508672,-290.47137935267756,7.792796445751788,102.90471379352677,0.0,269.7376379677257,0.22094992436124744
normal_liquidity,PPO,-121.18862118119746,1834.7661449281409,-122.2008412653239,16.609442328080846,101.22200841265325,0.0,79.7641113803751,0.06605126299944772
normal_liquidity,SAC,-104.8278656409581,343.5979603888601,-105.83844948597067,5.088725312515674,101.05838449485971,0.0,100.89002256915106,0.30508873080042787
normal_liquidity,VWAP,-20.429327602187684,876.1253685444168,-21.431470749262623,1.7522982245524281,100.21431470749263,0.0,12.903924312238324,0.02331781310716454
normal_liquidity,TWAP,-17.93219250514061,878.1278256114075,-18.934085913728353,1.7315370808416435,100.1893408591373,0.0,10.299917915092223,0.02042093643101978
normal_liquidity,POV,-11.729495595036523,864.8379746749772,-12.730768671903574,1.9690794923129835,100.12730768671904,0.0,4.0807440982253,0.013562650968733339
normal_liquidity,AlmgrenChriss,3.624961062521254,354.2486178056697,2.6252235848821126,2.9235838963517087,99.97374776415117,0.0,-5.712111086783332,-0.010232816390266245
normal_liquidity,A2C,5.0277762498673155,1544.684777454048,4.02817906777409,13.569800911362199,99.95971820932226,0.0,-40.602320370494816,-0.0032548881967690846
normal_liquidity,Random,8.642350597090477,135.99140053141144,7.643114908581689,8.454453470745372,99.92356885091418,0.0,-13.371153167844517,-0.06355071396614305
sideways,DQN,-237.52067323290746,739.5800826143574,-238.5445276856761,7.333908865050094,102.38544527685677,0.0,217.64074641814554,0.3211561246930412
sideways,DoubleDQN,-230.93492314262394,646.7694285096956,-231.95811895451928,8.517850631447189,102.3195811895452,0.0,214.61720738398836,0.35705912024072256
sideways,SAC,-81.71705298848298,258.74103051916535,-82.72532552110097,5.064883239520213,100.827253255211,0.0,77.73424657636609,0.3158256455275045
sideways,A2C,-44.25679642234052,957.0549105992376,-45.26132255459579,15.068807133677538,100.45261322554597,0.0,3.977029214133827,0.046242693007639356
sideways,Random,8.624854770438226,118.21098838682022,7.625617332171792,8.454453470745374,99.92374382667828,0.0,-13.354444978439595,-0.07296153164832923
sideways,AlmgrenChriss,8.97001301845379,257.581946004206,7.970810099466055,2.9235838963517065,99.92029189900535,0.0,-11.072235961669863,-0.03482391975667618
sideways,VWAP,9.22701692677446,511.1000223861104,8.227839710745522,1.7522982245524472,99.91772160289254,0.0,-17.020081105227916,-0.018053250875786225
sideways,PPO,10.168880254291894,945.9047276560214,9.169797234015455,16.60944232808093,99.90830202765984,0.0,-53.37079896035567,-0.010750427561008089
sideways,TWAP,10.45657168278818,520.6650003849196,9.457517434535296,1.73153708084166,99.90542482565466,0.0,-18.34720418856011,-0.020083108476732094
sideways,POV,10.714485040042973,507.95215352058756,9.715456585701654,1.969079492313004,99.90284543414299,0.0,-18.627874432998755,-0.021093492695641487
thin,DoubleDQN,-389.26055778898854,1300.9886924683537,-390.29958774776327,23.732296419726726,103.90299587747762,0.0,362.09302517562287,0.2992036441532392
thin,DQN,-272.41536134958335,1314.514132265579,-273.44270562014555,19.550529727487433,102.73442705620145,0.0,244.55353111391082,0.20723654060673005
thin,PPO,-97.04469007401724,1834.6894136805206,-98.05449552356953,40.75578806983522,100.98054495523571,0.0,35.62018027319493,0.05289434241585643
thin,SAC,-94.24435994688764,344.7515077267664,-95.25388533549034,13.30564455983736,100.9525388533549,0.0,85.47616656247027,0.27336895657990223
thin,POV,-55.52308997470855,1442.6869810806293,-56.52874284899353,19.0128516045271,100.56528742848994,0.0,24.77766677238993,0.03848588827846848
thin,VWAP,-13.961362093326596,875.9103255782044,-14.96285837916432,4.890776730607211,100.14962858379164,0.0,5.416746325879498,0.01593925963150909
thin,TWAP,-11.488692422697886,877.9282562034853,-12.489941416836471,4.843793779047391,100.12489941416835,0.0,2.8564178326495995,0.013086140401001025
thin,AlmgrenChriss,2.1133464906619226,562.4234508448365,1.113457836445541,5.7505838396143165,99.98886542163555,0.0,-6.922450161692909,-0.0037575717859623945
thin,Random,23.753580277320918,135.91711589432737,22.755855862907552,21.670895827339933,99.77244144137092,0.0,-37.65479774440937,-0.1747651877458469
thin,A2C,25.434092085511924,1548.794688020258,24.436535739085766,33.458470823315004,99.75563464260915,0.0,-76.9341117956219,-0.016421861646495284
